contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc458	g	https://atcoder.jp/contests/abc458/tasks/abc458_g	https://atcoder.jp/contests/abc458/editorial/20460	binary search; concave sequence DP; slope trick	piecewise-linear concave max DP with suffix max-plus transform	脱出人数を固定し残存人数別最大メダルDPを上に凸折れ線で管理する	none	algorithm/binarysearch.hpp; dp/concave.hpp concavesequence	none	非負状態の両端切除; 整数傾き; 早期に0人へ到達; 二分探索上限	Codex	2026-07-15	reviewed	監査から整数concave DP列の汎用操作を追加
abc459	c	https://atcoder.jp/contests/abc459/tasks/abc459_c	https://atcoder.jp/contests/abc459/editorial/20978	frequency by attained level; lazy global offset	defer uniform subtraction by storing the global minimum	実際には全列削除せず、生の高さと全マス到達済み最大高さを持つ	none	none	none	at_least[h]は高さがh以上のマス数; removedの更新値; query上限外	Codex	2026-07-15	reviewed	O(N+Q)の問題固有simulationで専用構造は作らない
abc459	d	https://atcoder.jp/contests/abc459/tasks/abc459_d	https://atcoder.jp/contests/abc459/editorial/20973	max heap; greedy rearrangement	rearrange a multiset without equal adjacent values	最多文字数がceil(N/2)以下なら直前と異なる最多文字を選び続けられる	none	C++23 priority_queue	none	不可能条件のceil; 直前と同じtopを一時退避; 出力形式	Codex	2026-07-15	reviewed	短い標準greedyのため専用APIは作らない
abc459	e	https://atcoder.jp/contests/abc459/tasks/abc459_e	https://atcoder.jp/contests/abc459/editorial/20979	postorder tree aggregation; large-n small-k binomial	allocate distinct resources from nested subtrees in postorder	子孫が選んだ後の部分木残数からD_i個を選ぶ係数を全頂点で掛ける	none	math/combination.hpp choose_large	none	C合計は64 bit; D合計まで前計算; 残数不足時の0; parent番号順を仮定しない	Codex	2026-07-15	reviewed	監査から巨大なn・小さいkの二項係数を追加
abc459	f	https://atcoder.jp/contests/abc459/tasks/abc459_f	https://atcoder.jp/contests/abc459/editorial/20507	integer isotonic balancing; pool adjacent violators	minimum rightward adjacent unit transfers to a monotone sequence	A_i-iで狭義を広義へ変換し、違反する均等化blockを併合する	none	algorithm/isotonic.hpp right_transfer_isotonic	none	負数のfloor/ceil除算; 答えはsigned 64 bit; 右移動だけであること	Codex	2026-07-15	reviewed	監査からO(N)整数isotonic APIを追加
abc459	g	https://atcoder.jp/contests/abc459/tasks/abc459_g	https://atcoder.jp/contests/abc459/editorial/20454	extended gcd; convex piecewise-linear lattice minimization	search integer points near intersections of break lines	手の種類ごとの回数偶奇を固定し二変数のmax絶対値和へ変形する	none	math/math.hpp inv_mod	none	gcdで到達不能判定; 4偶奇; 負の有理数floor; 交点近傍幅; __int128	Codex	2026-07-15	reviewed	目的関数の形が専用的なため汎用API化せずverifyコードのみ追加
abc460	c	https://atcoder.jp/contests/abc460/tasks/abc460_c	https://atcoder.jp/contests/abc460/editorial/21026	sort; two pointers; greedy	maximum monotone threshold matching	軽いネタ順に条件を満たす最軽量のシャリを割り当てる	none	C++23 sort; direct two pointers is shorter	none	2*Aの32 bit overflow; 両列のsort; 使ったシャリを一度だけ進める	Codex	2026-07-15	reviewed	交換法が短く専用matching APIは作らない
abc460	d	https://atcoder.jp/contests/abc460/tasks/abc460_d	https://atcoder.jp/contests/abc460/editorial/21033	grid transform; multi-source BFS; parity	first activation time in synchronous binary process	一回更新後の黒マスから8近傍距離を取り残り回数との偶奇で最終色を決める	none	graph/grid.hpp grid8; gridbfs	none	更新は同時; 一回後に黒がない場合; 10^100-1は奇数	Codex	2026-07-15	reviewed	監査からgrid方向と複数始点BFSを追加
abc460	e	https://atcoder.jp/contests/abc460/tasks/abc460_e	https://atcoder.jp/contests/abc460/editorial/21009	gcd; digit-length blocks; modular counting	linear congruence counting by digit block	concat式から(10^d-1)x=0 mod Mへ変形しyの桁数別に数える	none	math/math.hpp gcd via C++23; math/modint.hpp	none	10^19はunsigned long long境界内; N+1; M/gの倍数個数	Codex	2026-07-15	reviewed	式変形が問題固有で直接19桁loopが短い
abc460	f	https://atcoder.jp/contests/abc460/tasks/abc460_f	https://atcoder.jp/contests/abc460/editorial/21029	Euler tour RMQ LCA; diameter monoid; point update	dynamic diameter of a vertex subset	二集合の直径は各集合の直径端点4個だけから結合できる	none	tree/vertexsetdiameter.hpp	none	空集合と一点集合; 任意の直径端点選択で結合可能; 重みなし距離	Codex	2026-07-15	reviewed	監査から動的頂点集合直径を追加
abc460	g	https://atcoder.jp/contests/abc460/tasks/abc460_g	https://atcoder.jp/contests/abc460/editorial/21037	HLD; Fenwick tree; path range add point get	dynamic monochromatic component aggregate	同色祖先区間上端と色別の同色子部分木和を動的維持する	none	recipe/monochromatic.hpp	none	flip前後で異なる色側の部分木寄与を使う; heavy path境界; 64 bit重み和	Codex	2026-07-15	reviewed	監査から二色木の動的同色成分和を追加
abc461	c	https://atcoder.jp/contests/abc461/tasks/abc461_c	https://atcoder.jp/contests/abc461/editorial/21020	sort; group maximum; greedy	cardinality selection with category lower bound	各色の最大価値を代表としてM色を確保し残りを全体価値順に選ぶ	none	C++23 sort; direct grouping is shorter	none	代表に選んだ宝石を残り候補から二重選択しない; 答えは64 bit	Codex	2026-07-15	reviewed	partition制約の単純な一方向greedy
abc461	d	https://atcoder.jp/contests/abc461/tasks/abc461_d	https://atcoder.jp/contests/abc461/editorial/21392	two pointers; row-pair compression	count nonnegative subrectangles by sum	短辺の上下端を固定し列和を非負部分配列和へ落とす	none	algorithm/twopointer.hpp count_subrectangles_sum_nonnegative	none	K=0と0の連続; 縦横を転置して短辺を二乗側にする	Codex	2026-07-15	reviewed	監査から非負列・行列の尺取り法を追加
abc461	e	https://atcoder.jp/contests/abc461/tasks/abc461_e	https://atcoder.jp/contests/abc461/editorial/21023	Fenwick tree; last occurrence	distinct opposite updates since last same update	各行列の最終操作時刻だけをFenwickに立て直近の反対向き操作種類数を数える	none	structure/fenwicktree.hpp	none	初回操作はN個変化; 同じ行列の古い時刻をFenwickから消す; 黒数は64 bit	Codex	2026-07-15	reviewed	既存Fenwickで対応し状態設計は問題固有
abc461	f	https://atcoder.jp/contests/abc461/tasks/abc461_f	https://atcoder.jp/contests/abc461/editorial/21376	divisor enumeration; 0/1 DP by cardinality; modint	subset product statistics on divisor lattice	Nの相異なる約数部分集合を積と個数でDPし個数と要素和総計を同時更新する	none	math/prime.hpp divisors; math/modint.hpp	none	1もdistinct要素候補; 列への順列数b!を最後に掛ける; 最大要素数14	Codex	2026-07-15	reviewed	遷移自体が短く専用product DP APIは作らない
abc461	g	https://atcoder.jp/contests/abc461/tasks/abc461_g	https://atcoder.jp/contests/abc461/editorial/21377	bipartite matching; maximum independent set	vertex duplication to bipartite independent set	各頂点を左右に複製し元辺を交差二辺へして重み問題を最大独立集合へ変換する	none	graph/matching.hpp independent_size	none	無向辺ごとに交差二辺を張る; 答えは1013倍; 孤立頂点も独立集合に含む	Codex	2026-07-15	reviewed	監査から二部最大独立集合の取得APIを追加
abc462	c	https://atcoder.jp/contests/abc462/tasks/abc462_c	https://atcoder.jp/contests/abc462/editorial/21462	sort; prefix record minimum	Pareto minima in a permutation	X昇順でそれ以前のY最小値より小さい点を数える	none	C++23 sort; direct prefix minimum is shorter	none	長方形は境界を含まない; XとYが相異なるためstrict比較	Codex	2026-07-15	reviewed	専用wrapperより直接実装が短い
abc462	d	https://atcoder.jp/contests/abc462/tasks/abc462_d	https://atcoder.jp/contests/abc462/editorial/21387	difference array; combinations	count active intervals then choose pairs	各滞在区間を犯行開始可能区間[S,T-D]へ変換する	none	structure/prefixsum.hpp differencearray	none	T-S<Dを除外; inclusive終端を半開区間へ直す; 答えは64 bit	Codex	2026-07-15	reviewed	監査から一次元差分配列を追加
abc462	e	https://atcoder.jp/contests/abc462/tasks/abc462_e	https://atcoder.jp/contests/abc462/editorial/21468	parity; symmetry; constant-size optimization	parity-alternating move cost formula	座標を絶対値化し偶数歩の水平垂直回数制約へ落とす	none	none; direct formula is shorter	none	X+Yが奇数なら最後の一歩を二通り試す; 余分な往復が安くなる場合	Codex	2026-07-15	reviewed	状態が定数個の問題固有式
abc462	f	https://atcoder.jp/contests/abc462/tasks/abc462_f	https://atcoder.jp/contests/abc462/editorial/21467	unbordered pattern DP; minimum replacements	increase occurrences of a non-overlapping pattern	ABCが自己重なりしないため末尾をpatternにするか原文のままにするかで遷移する	none	dp/sequence.hpp minimum_unbordered_pattern_increase	none	patternがborderを持つ場合は使えない; exact increaseとat leastを混同しない	Codex	2026-07-15	reviewed	監査から自己重なりしない任意patternへ一般化
abc462	g	https://atcoder.jp/contests/abc462/tasks/abc462_g	https://atcoder.jp/contests/abc462/editorial/21463	inclusion-exclusion; combinations; polynomial product	grouped inclusion-exclusion by category	色ごとの一致位置選択数を多項式にし全色の積の係数へまとめる	none	fps/polynomial.hpp polynomial_product; math/combination.hpp	none	同色のball数とgoal位置数を区別; 符号; 最後に(N-i)!と1/N!を掛ける	Codex	2026-07-15	reviewed	既存の多項式列積で対応しverifyコードを追加
abc463	c	https://atcoder.jp/contests/abc463/tasks/abc463_c	https://atcoder.jp/contests/abc463/tasks/abc463_c/editorial	suffix maximum; lower_bound	none	退出時刻が単調なので最初に残るindex以降の身長最大を返す	none	C++23 vector; lower_bound	none	時刻T+1/2なのでL_i>Tの人が残る; 同じ退出時刻	Codex	2026-07-15	reviewed	直接suffix maxが短い
abc463	d	https://atcoder.jp/contests/abc463/tasks/abc463_d	https://atcoder.jp/contests/abc463/tasks/abc463_d/editorial	monotone binary search; interval scheduling	parametric interval scheduling	各布を右へextra延長してK枚選べるかを右端順greedyで判定する	none	algorithm/binarysearch.hpp last_true	none	閉区間は端点接触もoverlap; extraと実際のgapが1ずれる; 不可能時-1	Codex	2026-07-15	reviewed	監査からalgorithmカテゴリと二分探索を追加
abc463	e	https://atcoder.jp/contests/abc463/tasks/abc463_e	https://atcoder.jp/contests/abc463/tasks/abc463_e/editorial	Dijkstra; auxiliary vertices	complete additive edge compression	warp完全グラフを入口・出口の補助2頂点と一辺へ分解する	none	graph/graph.hpp; graph/shortestpath.hpp dijkstra	none	道路は無向だがwarp補助辺は有向; 距離は64 bit	Codex	2026-07-15	reviewed	補助頂点の作り方が核心
abc463	f	https://atcoder.jp/contests/abc463/tasks/abc463_f	https://atcoder.jp/contests/abc463/tasks/abc463_f/editorial	combinations; modular probability; case aggregation	finite outcome-type probability aggregation	最多勝Wとの差を0・1・2以上へ潰し試合型ごとの個数だけで優勝確率を計算する	none	math/combination.hpp; math/modint.hpp	none	同率優勝の1/人数; 自分の試合型を一つ除く; W-2以下を同一視する根拠	Codex	2026-07-15	reviewed	問題固有の確率場合分け
abc463	g	https://atcoder.jp/contests/abc463/tasks/abc463_g	https://atcoder.jp/contests/abc463/tasks/abc463_g/editorial	2D Mo; binomial prefix sums; combinations; modint	reversible two-parameter recurrence queries	絶対値期待値を二項係数prefix和f(N,M)と重み付き和g(N,M)へ変形する	none	structure/mo.hpp Mo2d; math/combination.hpp; math/modint.hpp	none	Mのceil計算; 四方向の漸化式を逆変換する; |X|>=Nを分ける	Codex	2026-07-15	reviewed	監査から任意二次元点Moを追加
